#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_000964.3	2049950	2050312	-	940122	yobA	BSU18810	NP_389762.1	120	-	hypothetical protein BSU18810
chr	NC_000964.3	2050689	2050952	+	940049	yobB	BSU18820	NP_389763.1	87	-	hypothetical protein BSU18820
chr	NC_000964.3	2051329	2053929	-	939985	pps	BSU18830	NP_389764.1	866	-	phosphoenolpyruvate synthase
chr	NC_000964.3	2054599	2055240	-	939861	xynA	BSU18840	NP_389765.1	213	-	endo-1,4-beta-xylanase A
chr	NC_000964.3	2055868	2056107	-	8303004	yozV	BSU18849	YP_003097736.1	79	-	membrane protein
chr	NC_000964.3	2056278	2056616	+	939975	yobD	BSU18850	NP_389766.1	112	-	XRE family transcriptional regulator
chr	NC_000964.3	2056650	2057006	-	939603	yozH	BSU18860	NP_389767.2	118	-	hypothetical protein BSU18860
chr	NC_000964.3	2057214	2057579	+	939961	yozI	BSU18870	NP_389768.1	121	-	hypothetical protein BSU18870
chr	NC_000964.3	2057801	2058460	+	939611	yobE	BSU18880	NP_389769.1	219	-	hypothetical protein BSU18880
chr	NC_000964.3	2058715	2059638	-	939609	yobF	BSU18890	NP_389770.1	307	-	hypothetical protein BSU18890
chr	NC_000964.3	2059691	2059864	-	8303072	yozW	BSU18898	YP_003097737.1	57	-	hypothetical protein BSU18898
chr	NC_000964.3	2060009	2060233	+	8303068	yozX	BSU18899	YP_003097738.1	74	-	protein YozX
chr	NC_000964.3	2060237	2060692	-	939606	yozJ	BSU18900	NP_389771.1	151	-	hypothetical protein BSU18900
chr	NC_000964.3	2060817	2061077	+	8303063	yozY	BSU18908	YP_003097739.1	86	-	hypothetical protein BSU18908
chr	NC_000964.3	2062150	2063265	+	939604	rapK	BSU18910	NP_389772.1	371	-	response regulator aspartate phosphatase K
chr	NC_000964.3	2063262	2063384	+	939608	phrK	BSU18920	NP_389773.1	40	-	phosphatase RapK inhibitor
chr	NC_000964.3	2063510	2064163	-	939613	yobH	BSU18930	NP_389774.2	217	-	DNA repair protein
chr	NC_000964.3	2064200	2064547	-	939614	yozK	BSU18940	NP_389775.1	115	-	DNA repair protein UvrX
chr	NC_000964.3	2064540	2064833	-	939619	yozL	BSU18950	NP_389776.1	97	-	hypothetical protein BSU18950
chr	NC_000964.3	2065042	2065377	+	939622	yozM	BSU18960	NP_389777.1	111	-	prophage-derived-like protein YozM
chr	NC_000964.3	2065424	2069029	-	939615	yobI	BSU18970	NP_389778.1	1201	-	membrane protein
chr	NC_000964.3	2070244	2071086	-	939633	yobJ	BSU18980	NP_389779.1	280	-	hypothetical protein BSU18980
chr	NC_000964.3	2071286	2071744	-	939629	yobK	BSU18990	NP_389780.1	152	-	hypothetical protein BSU18990
chr	NC_000964.3	2071754	2073556	-	939624	yobL	BSU19000	NP_389781.1	600	-	hypothetical protein BSU19000
chr	NC_000964.3	2073658	2074221	-	939634	yobM	BSU19010	NP_389782.2	187	-	hypothetical protein BSU19010
chr	NC_000964.3	2074439	2075779	+	939632	yobN	BSU19020	NP_389783.1	446	-	amine oxidase
chr	NC_000964.3	2076206	2078626	+	939627	yobO	BSU19030	NP_389784.1	806	-	phage-related protein YobO
chr	NC_000964.3	2079214	2079546	-	939631	csaA	BSU19040	NP_389785.1	110	-	protein CsaA
chr	NC_000964.3	2079611	2080336	-	939637	yobQ	BSU19050	NP_389786.1	241	-	AraC family transcriptional regulator
chr	NC_000964.3	2080351	2081094	-	939650	yobR	BSU19060	NP_389787.1	247	-	acetyltransferase
chr	NC_000964.3	2081172	2081747	-	939639	yobS	BSU19070	NP_389788.1	191	-	TetR family transcriptional regulator
chr	NC_000964.3	2081753	2082454	-	939645	yobT	BSU19080	NP_389789.1	233	-	hypothetical protein BSU19080
chr	NC_000964.3	2082531	2083013	-	939647	yobU	BSU19090	NP_389790.1	160	-	transcriptional regulator
chr	NC_000964.3	2083067	2084008	-	939644	yobV	BSU19100	NP_389791.1	313	-	DeoR family transcriptional regulator
chr	NC_000964.3	2084214	2084759	+	939656	yobW	BSU19110	NP_389792.1	181	-	mother cell-specific membrane sporulation protein
chr	NC_000964.3	2084786	2085109	-	939658	czrA	BSU19120	NP_389793.1	107	-	ArsR family transcriptional regulator
chr	NC_000964.3	2085303	2085980	+	939661	yocA	BSU19130	NP_389794.1	225	-	membrane protein
chr	NC_000964.3	2086070	2086606	-	939655	yozB	BSU19140	NP_389795.1	178	-	membrane protein
chr	NC_000964.3	2086743	2087525	-	939442	yocB	BSU19150	NP_389796.1	260	-	hypothetical protein BSU19150
chr	NC_000964.3	2087696	2088193	+	939666	yocC	BSU19160	NP_389797.1	165	-	hypothetical protein BSU19160
chr	NC_000964.3	2088257	2089234	+	939659	yocD	BSU19170	NP_389798.1	325	-	carboxypeptidase YocD
chr	NC_000964.3	2089396	2090454	+	939668	des	BSU19180	NP_389799.1	352	-	fatty acid desaturase
chr	NC_000964.3	2090574	2091686	+	939678	desK	BSU19190	NP_389800.1	370	-	sensor histidine kinase
chr	NC_000964.3	2091705	2092304	+	939664	desR	BSU19200	NP_389801.1	199	-	transcriptional regulatory protein DesR
chr	NC_000964.3	2092899	2093762	-	939673	yocH	BSU19210	NP_389802.1	287	-	cell wall-binding protein YocH
chr	NC_000964.3	2094010	2095785	-	939671	yocI	BSU19220	NP_389803.1	591	-	ATP-dependent DNA helicase RecQ
chr	NC_000964.3	2096350	2096976	-	939669	yocJ	BSU19230	NP_389804.1	208	-	FMN-dependent NADH-azoreductase 1
chr	NC_000964.3	2097126	2097617	-	939676	yocK	BSU19240	NP_389805.2	163	-	general stress protein 16O
chr	NC_000964.3	2097692	2098024	-	939586	yocL	BSU19250	NP_389806.1	110	-	hypothetical protein BSU19250
chr	NC_000964.3	2098102	2098329	+	8303149	yoyB	BSU19259	YP_003097740.1	75	-	hypothetical protein BSU19259
chr	NC_000964.3	2098316	2098792	-	939587	yocM	BSU19260	NP_389808.1	158	-	hypothetical protein BSU19260
chr	NC_000964.3	2098859	2099122	+	939679	yozN	BSU19270	NP_389809.1	87	-	hypothetical protein BSU19270
chr	NC_000964.3	2099127	2099360	+	939594	yocN	BSU19280	NP_389810.1	77	-	hypothetical protein BSU19280
chr	NC_000964.3	2099446	2099790	-	939681	yozO	BSU19290	NP_389811.1	114	-	hypothetical protein BSU19290
chr	NC_000964.3	2100147	2100350	-	939998	yozC	BSU19300	NP_389812.1	67	-	hypothetical protein BSU19300
chr	NC_000964.3	2100580	2102067	+	939963	dhaS	BSU19310	NP_389813.1	495	-	aldehyde dehydrogenase DhaS
chr	NC_000964.3	2102168	2104066	+	939443	sqhC	BSU19320	NP_389814.2	632	-	sporulenol synthase
chr	NC_000964.3	2104056	2104901	+	939503	sodF	BSU19330	NP_389815.1	281	-	superoxide dismutase
chr	NC_000964.3	2104934	2106271	-	939450	yocR	BSU19340	NP_389816.1	445	-	sodium-dependent transporter YocR
chr	NC_000964.3	2106490	2107455	+	939452	yocS	BSU19350	NP_389817.1	321	-	sodium-dependent transporter YocS
chr	NC_000964.3	2107505	2108758	-	939505	odhB	BSU19360	NP_389818.2	417	-	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
chr	NC_000964.3	2108774	2111608	-	939507	sucA	BSU19370	NP_389819.3	944	-	2-oxoglutarate dehydrogenase E1 component
chr	NC_000964.3	2111837	2113753	-	939499	yojO	BSU19380	NP_389820.2	638	-	hypothetical protein BSU19380
chr	NC_000964.3	2113764	2114678	-	939458	yojN	BSU19390	NP_389821.1	304	-	hypothetical protein BSU19390
chr	NC_000964.3	2114742	2115332	-	939502	sodC	BSU19400	NP_389822.1	196	-	superoxide dismutase-like protein YojM
chr	NC_000964.3	2115425	2116669	-	939459	cwlS	BSU19410	NP_389823.1	414	-	D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS
chr	NC_000964.3	2117051	2118268	-	939457	yojK	BSU19420	NP_389824.2	405	-	UDP-glucosyltransferase YojK
chr	NC_000964.3	2118504	2119127	-	939589	yojJ	BSU19430	NP_389825.3	207	-	hypothetical protein BSU19430
chr	NC_000964.3	2119393	2120751	+	939592	yojI	BSU19440	NP_389826.1	452	-	multidrug resistance protein NorM
chr	NC_000964.3	2120767	2121615	+	940093	rsbRC	BSU19450	NP_389827.1	282	-	RsbT co-antagonist protein RsbRC
chr	NC_000964.3	2121641	2122306	-	2914250	yojG	BSU19460	YP_054582.2	221	-	deacetylase YojG
chr	NC_000964.3	2122325	2122675	-	939590	yojF	BSU19470	NP_389829.1	116	-	hypothetical protein BSU19470
chr	NC_000964.3	2122672	2122950	-	8303009	yoyC	BSU19479	YP_003097741.1	92	-	hypothetical protein BSU19479
chr	NC_000964.3	2123026	2123922	-	939447	yojE	BSU19480	NP_389830.2	298	-	transporter
chr	NC_000964.3	2124021	2124494	+	2914248	gerT	BSU19490	YP_054583.1	157	-	spore germination protein GerT
chr	NC_000964.3	2124529	2124765	-	939446	yojB	BSU19510	NP_389832.1	78	-	hypothetical protein BSU19510
chr	NC_000964.3	2124850	2126184	-	939510	yojA	BSU19520	NP_389833.1	444	-	permease YojA
chr	NC_000964.3	2126549	2126938	+	939461	yodA	BSU19530	NP_389834.1	129	-	tautomerase YolI
chr	NC_000964.3	2127345	2127683	-	939449	yodB	BSU19540	NP_389835.1	112	-	ArsR family transcriptional regulator
chr	NC_000964.3	2127813	2128421	+	939506	yodC	BSU19550	NP_389836.1	202	-	NAD(P)H nitroreductase
chr	NC_000964.3	2128464	2129066	-	940106	yodD	BSU19560	NP_389837.1	200	-	hydrolase MhqD
chr	NC_000964.3	2129082	2129993	-	940022	yodE	BSU19570	NP_389838.1	303	-	ring-cleaving dioxygenase MhqE
chr	NC_000964.3	2130177	2130377	+	8303187	yoyD	BSU19579	YP_003097742.1	66	-	membrane protein
chr	NC_000964.3	2130377	2131867	+	940028	yodF	BSU19580	NP_389839.1	496	-	symporter
chr	NC_000964.3	2131902	2133302	-	940115	ctpA	BSU19590	NP_389840.1	466	-	carboxy-terminal processing protease CtpA
chr	NC_000964.3	2133455	2134156	+	940101	yodH	BSU19600	NP_389841.1	233	-	methyltransferase
chr	NC_000964.3	2134244	2134495	+	940039	yodI	BSU19610	NP_389842.1	83	-	hypothetical protein BSU19610
chr	NC_000964.3	2134566	2135387	-	940023	yodJ	BSU19620	NP_389843.1	273	-	carboxypeptidase YodJ
chr	NC_000964.3	2135470	2136171	-	940038	deoD	BSU19630	NP_389844.1	233	-	purine nucleoside phosphorylase DeoD-type
chr	NC_000964.3	2136373	2136498	+	8303105	yoyE	BSU19639	YP_003097743.1	41	-	hypothetical protein BSU19639
chr	NC_000964.3	2136538	2136852	-	940030	yodL	BSU19640	NP_389845.2	104	-	hypothetical protein BSU19640
chr	NC_000964.3	2136913	2137524	-	940034	yodM	BSU19650	NP_389846.1	203	-	lipid phosphate phosphatase YodM
chr	NC_000964.3	2137602	2137778	-	940042	yozD	BSU19660	NP_389847.1	58	-	hypothetical protein BSU19660
chr	NC_000964.3	2137897	2138040	+	8303015	yoyF	BSU19669	YP_003097744.1	47	-	membrane protein
chr	NC_000964.3	2138037	2138717	-	940037	yodN	BSU19670	NP_389848.1	226	-	hypothetical protein BSU19670
chr	NC_000964.3	2138868	2139092	-	940055	yozE	BSU19680	NP_389849.1	74	-	hypothetical protein BSU19680
chr	NC_000964.3	2139179	2139457	-	8303010	yokU	BSU19689	YP_003097745.1	92	-	hypothetical protein BSU19689
chr	NC_000964.3	2139454	2140869	-	940040	kamA	BSU19690	NP_389850.1	471	-	L-lysine 2,3-aminomutase
chr	NC_000964.3	2140898	2141725	-	940057	yodP	BSU19700	NP_389851.1	275	-	N-acetyltransferase YodP
chr	NC_000964.3	2141703	2143013	-	940044	yodQ	BSU19710	NP_389852.1	436	-	metallohydrolase YodQ
chr	NC_000964.3	2143022	2143675	-	940048	yodR	BSU19720	NP_389853.1	217	-	coenzyme A transferase subunit beta
chr	NC_000964.3	2143660	2144349	-	940052	yodS	BSU19730	NP_389854.1	229	-	coenzyme A transferase subunit alpha
chr	NC_000964.3	2144356	2145690	-	940050	yodT	BSU19740	NP_389855.1	444	-	aminotransferase YodT
chr	NC_000964.3	2145820	2145933	-	8302971	yoyG	BSU19749	YP_003097746.1	37	-	hypothetical protein BSU19749
chr	NC_000964.3	2146013	2146792	-	940064	cgeE	BSU19750	NP_389856.1	259	-	N-acetyltransferase CgeE
chr	NC_000964.3	2146821	2148101	-	940063	cgeD	BSU19760	NP_389857.1	426	-	spore maturation protein CgeD
chr	NC_000964.3	2148166	2148471	-	940074	cgeC	BSU19770	NP_389858.1	101	-	spore maturation protein CgeC
chr	NC_000964.3	2148676	2149077	+	940066	cgeA	BSU19780	NP_389859.1	133	-	spore maturation protein CgeA
chr	NC_000964.3	2149084	2150037	+	940061	cgeB	BSU19790	NP_389860.2	317	-	spore maturation protein CgeB
chr	NC_000964.3	2150108	2151256	-	940065	phy	BSU19800	NP_389861.1	382	-	3-phytase
chr	NC_000964.3	2152086	2152262	-	940072	yotN	BSU19820	NP_389863.1	58	-	hypothetical protein BSU19820
chr	NC_000964.3	2152265	2152852	-	940081	yotM	BSU19830	NP_389864.1	195	-	hypothetical protein BSU19830
chr	NC_000964.3	2152927	2153169	+	940077	yotL	BSU19840	NP_389865.1	80	-	XRE family transcriptional regulator
chr	NC_000964.3	2153171	2153356	-	939549	yotK	BSU19850	NP_389866.1	61	-	hypothetical protein BSU19850
chr	NC_000964.3	2153440	2153652	-	940079	yotJ	BSU19860	NP_389867.1	70	-	hypothetical protein BSU19860
chr	NC_000964.3	2153718	2154080	-	940078	yotI	BSU19870	NP_389868.1	120	-	hypothetical protein BSU19870
chr	NC_000964.3	2154077	2154250	-	940084	yotH	BSU19880	NP_389869.1	57	-	membrane protein
chr	NC_000964.3	2154266	2154583	-	940082	yotG	BSU19890	NP_389870.1	105	-	hypothetical protein BSU19890
chr	NC_000964.3	2154596	2154673	-	940086	yotF	BSU19900	NP_389871.1	25	-	hypothetical protein BSU19900
chr	NC_000964.3	2154705	2154851	-	939566	yotE	BSU19910	NP_389872.1	48	-	hypothetical protein BSU19910
chr	NC_000964.3	2154887	2155018	-	940092	yotD	BSU19920	NP_389873.1	43	-	hypothetical protein BSU19920
chr	NC_000964.3	2155058	2155249	-	940094	yotC	BSU19930	NP_389874.1	63	-	hypothetical protein BSU19930
chr	NC_000964.3	2155293	2156120	-	940114	yotB	BSU19940	NP_389875.1	275	-	hypothetical protein BSU19940
chr	NC_000964.3	2156239	2156457	+	939473	sspC	BSU19950	NP_389876.1	72	-	small acid-soluble spore protein C
chr	NC_000964.3	2156757	2157110	-	939517	yosX	BSU19970	NP_389878.1	117	-	hypothetical protein BSU19970
chr	NC_000964.3	2157341	2157682	-	938813	yosW	BSU19980	NP_389879.1	113	-	membrane protein
chr	NC_000964.3	2157829	2158119	-	939523	yosV	BSU19990	NP_389880.1	96	-	hypothetical protein BSU19990
chr	NC_000964.3	2158120	2158287	-	8302977	yojW	BSU19999	YP_003097747.1	55	-	hypothetical protein BSU19999
chr	NC_000964.3	2158439	2158684	+	939552	yosU	BSU20000	NP_389881.1	81	-	hypothetical protein BSU20000
chr	NC_000964.3	2158724	2159173	-	939471	yosT	BSU20010	NP_389882.1	149	-	transcriptional regulator YosT
chr	NC_000964.3	2159268	2159696	-	939536	yosS	BSU20020	NP_389883.1	142	-	deoxyuridine 5\'-triphosphate nucleotidohydrolase YosS
chr	NC_000964.3	2159742	2159984	-	939513	yosR	BSU20030	NP_389884.1	80	-	thioredoxin
chr	NC_000964.3	2159981	2161778	-	939476	nrdF	BSU20040	NP_389886.2	329	-	ribonucleoside-diphosphate reductase subunit beta
chr	NC_000964.3	2160565	2161086	-	939514	yosQ	BSU20050	NP_389885.1	173	-	HNH homing endonuclease YosQ
chr	NC_000964.3	2162108	2165614	-	939475	nrdEB	BSU20060	NP_389888.2	1084	-	ribonucleoside-diphosphate reductase NrdEB subunit alpha
chr	NC_000964.3	2165577	2165966	-	939562	nrdI	BSU20070	NP_389889.1	129	-	ribonucleotide reductase stimulatory protein NrdI
chr	NC_000964.3	2165972	2166325	-	939559	yosL	BSU20080	NP_389890.1	117	-	hypothetical protein BSU20080
chr	NC_000964.3	2166413	2166613	-	939546	yosK	BSU20090	NP_389891.1	66	-	hypothetical protein BSU20090
chr	NC_000964.3	2166658	2166852	-	939556	yosJ	BSU20100	NP_389892.1	64	-	hypothetical protein BSU20100
chr	NC_000964.3	2166873	2167007	-	939563	yosI	BSU20110	NP_389893.1	44	-	hypothetical protein BSU20110
chr	NC_000964.3	2167039	2167509	-	939551	yosH	BSU20120	NP_389894.1	156	-	hypothetical protein BSU20120
chr	NC_000964.3	2167570	2167932	-	939570	yosG	BSU20130	NP_389895.1	120	-	hypothetical protein BSU20130
chr	NC_000964.3	2167975	2168100	-	939526	yosF	BSU20140	NP_389896.1	41	-	hypothetical protein BSU20140
chr	NC_000964.3	2168114	2168461	-	939572	yosE	BSU20150	NP_389897.1	115	-	membrane protein
chr	NC_000964.3	2168476	2168871	-	939554	yosD	BSU20160	NP_389898.1	131	-	hypothetical protein BSU20160
chr	NC_000964.3	2168910	2169452	-	939561	yosC	BSU20170	NP_389899.1	180	-	hypothetical protein BSU20170
chr	NC_000964.3	2169497	2169676	-	939568	yosB	BSU20180	NP_389900.1	59	-	hypothetical protein BSU20180
chr	NC_000964.3	2169807	2169926	+	939574	yosA	BSU20190	NP_389901.1	39	-	hypothetical protein BSU20190
chr	NC_000964.3	2170030	2170242	-	939577	yorZ	BSU20200	NP_389902.1	70	-	hypothetical protein BSU20200
chr	NC_000964.3	2170309	2170491	-	939519	yorY	BSU20210	NP_389903.1	60	-	hypothetical protein BSU20210
chr	NC_000964.3	2170504	2170731	-	939737	yorX	BSU20220	NP_389904.1	75	-	hypothetical protein BSU20220
chr	NC_000964.3	2170771	2171136	-	939522	yorW	BSU20230	NP_389905.1	121	-	hypothetical protein BSU20230
chr	NC_000964.3	2171139	2171357	-	939579	yorV	BSU20240	NP_389906.1	72	-	hypothetical protein BSU20240
chr	NC_000964.3	2171401	2172732	-	939532	mtbP	BSU20250	NP_389907.1	443	-	Phi-3T prophage-derived modification methylase Phi3TI
chr	NC_000964.3	2172781	2172900	-	939525	yorT	BSU20260	NP_389908.1	39	-	hypothetical protein BSU20260
chr	NC_000964.3	2172932	2173450	-	939520	yorS	BSU20270	NP_389909.1	172	-	5\'(3\')-deoxyribonucleotidase
chr	NC_000964.3	2173459	2173956	-	939530	yorR	BSU20280	NP_389910.1	165	-	hypothetical protein BSU20280
chr	NC_000964.3	2173956	2174111	-	939534	yorQ	BSU20290	NP_389911.1	51	-	hypothetical protein BSU20290
chr	NC_000964.3	2174104	2174319	-	939535	yorP	BSU20300	NP_389912.1	71	-	hypothetical protein BSU20300
chr	NC_000964.3	2174352	2174549	-	939542	yorO	BSU20310	NP_389913.1	65	-	hypothetical protein BSU20310
chr	NC_000964.3	2174585	2174734	-	939538	yorN	BSU20320	NP_389914.1	49	-	hypothetical protein BSU20320
chr	NC_000964.3	2174852	2175568	-	939539	yorM	BSU20330	NP_389915.1	238	-	hypothetical protein BSU20330
chr	NC_000964.3	2175596	2179513	-	939437	yorL	BSU20340	NP_389916.1	1305	-	DNA polymerase YorL
chr	NC_000964.3	2179526	2181256	-	939545	yorK	BSU20350	NP_389917.1	576	-	single-strand DNA-specific exonuclease YorK
chr	NC_000964.3	2181256	2182392	-	939584	yorJ	BSU20360	NP_389918.1	378	-	hypothetical protein BSU20360
chr	NC_000964.3	2182408	2183922	-	939707	yorI	BSU20370	NP_389919.1	504	-	hypothetical protein BSU20370
chr	NC_000964.3	2183937	2184407	-	939851	yorH	BSU20380	NP_389920.1	156	-	hypothetical protein BSU20380
chr	NC_000964.3	2184450	2185421	-	939865	yorG	BSU20390	NP_389921.1	323	-	hypothetical protein BSU20390
chr	NC_000964.3	2185504	2186418	-	940146	yorF	BSU20400	NP_389922.1	304	-	hypothetical protein BSU20400
chr	NC_000964.3	2186440	2186811	-	940144	yorE	BSU20410	NP_389923.1	123	-	hypothetical protein BSU20410
chr	NC_000964.3	2186985	2187299	-	940145	yorD	BSU20420	NP_389924.1	104	-	stress response protein SCP1
chr	NC_000964.3	2187376	2187756	-	936462	yorC	BSU20430	NP_389925.1	126	-	hypothetical protein BSU20430
chr	NC_000964.3	2187819	2188115	-	939951	yorB	BSU20440	NP_389926.1	98	-	hypothetical protein BSU20440
chr	NC_000964.3	2188204	2189964	-	940009	yorA	BSU20450	NP_389927.1	586	-	hypothetical protein BSU20450
chr	NC_000964.3	2189961	2190785	-	939582	yoqZ	BSU20460	NP_389928.1	274	-	hypothetical protein BSU20460
chr	NC_000964.3	2190884	2191279	-	939509	yoqY	BSU20470	NP_389929.1	131	-	hypothetical protein BSU20470
chr	NC_000964.3	2191334	2191555	-	939597	yoqX	BSU20480	NP_389930.1	73	-	hypothetical protein BSU20480
chr	NC_000964.3	2191626	2192300	+	939979	yoqW	BSU20490	NP_389931.1	224	-	hypothetical protein BSU20490
chr	NC_000964.3	2192370	2193182	+	939992	ligB	BSU20500	NP_389932.1	270	-	DNA ligase-like protein LigB
chr	NC_000964.3	2193248	2193661	-	940143	yoqU	BSU20510	NP_389933.1	137	-	hypothetical protein BSU20510
chr	NC_000964.3	2193827	2193976	+	939616	yoqT	BSU20520	NP_389934.1	49	-	hypothetical protein BSU20520
chr	NC_000964.3	2194053	2194400	-	939995	yoqS	BSU20530	NP_389935.1	115	-	hypothetical protein BSU20530
chr	NC_000964.3	2194402	2194758	-	939440	yoqR	BSU20540	NP_389936.1	118	-	hypothetical protein BSU20540
chr	NC_000964.3	2194718	2195059	-	939583	yoqP	BSU20550	NP_389937.1	113	-	hypothetical protein BSU20550
chr	NC_000964.3	2195173	2195547	+	936492	yoqO	BSU20560	NP_389938.1	124	-	hypothetical protein BSU20560
chr	NC_000964.3	2195564	2195782	-	936507	yoqN	BSU20570	NP_389939.1	72	-	hypothetical protein BSU20570
chr	NC_000964.3	2195986	2196264	+	939973	yoqM	BSU20580	NP_389940.1	92	-	hypothetical protein BSU20580
chr	NC_000964.3	2196389	2197081	-	939974	yoqL	BSU20590	NP_389941.1	230	-	HNH endonuclease YoqL
chr	NC_000964.3	2197121	2197324	-	940015	yoqK	BSU20600	NP_389942.1	67	-	hypothetical protein BSU20600
chr	NC_000964.3	2197344	2197859	-	939585	yoqJ	BSU20610	NP_389943.1	171	-	hypothetical protein BSU20610
chr	NC_000964.3	2198070	2198264	-	939965	yoqI	BSU20620	NP_389944.1	64	-	hypothetical protein BSU20620
chr	NC_000964.3	2198313	2198765	-	939438	yoqH	BSU20630	NP_389945.1	150	-	hypothetical protein BSU20630
chr	NC_000964.3	2198848	2199105	-	936494	yoqG	BSU20640	NP_389946.1	85	-	hypothetical protein BSU20640
chr	NC_000964.3	2199150	2199353	-	936493	yoqF	BSU20650	NP_389947.1	67	-	hypothetical protein BSU20650
chr	NC_000964.3	2199362	2199526	-	939433	yoqE	BSU20660	NP_389948.1	54	-	hypothetical protein BSU20660
chr	NC_000964.3	2199580	2200335	-	939436	yoqD	BSU20670	NP_389949.1	251	-	antirepressor protein YoqD
chr	NC_000964.3	2200376	2200783	-	936489	yoqC	BSU20680	NP_389950.1	135	-	hypothetical protein BSU20680
chr	NC_000964.3	2200790	2201128	-	939431	yoqB	BSU20690	NP_389951.1	112	-	hypothetical protein BSU20690
chr	NC_000964.3	2201125	2201475	-	939434	yoqA	BSU20700	NP_389952.1	116	-	hypothetical protein BSU20700
chr	NC_000964.3	2201488	2201691	-	936487	yopZ	BSU20710	NP_389953.1	67	-	hypothetical protein BSU20710
chr	NC_000964.3	2201705	2201983	-	936488	yopY	BSU20720	NP_389954.1	92	-	hypothetical protein BSU20720
chr	NC_000964.3	2201980	2202384	-	939430	yopX	BSU20730	NP_389955.1	134	-	hypothetical protein BSU20730
chr	NC_000964.3	2202381	2202716	-	936484	yopW	BSU20740	NP_389956.1	111	-	hypothetical protein BSU20740
chr	NC_000964.3	2202805	2202999	-	939432	yopV	BSU20750	NP_389957.1	64	-	hypothetical protein BSU20750
chr	NC_000964.3	2203111	2203308	-	936485	yopU	BSU20760	NP_389958.1	65	-	hypothetical protein BSU20760
chr	NC_000964.3	2203378	2203596	-	939424	yopT	BSU20770	NP_389959.1	72	-	hypothetical protein BSU20770
chr	NC_000964.3	2203779	2204003	+	939428	yopS	BSU20780	NP_389960.1	74	-	XRE family transcriptional regulator
chr	NC_000964.3	2204192	2205169	-	936483	yopR	BSU20790	NP_389961.2	325	-	hypothetical protein BSU20790
chr	NC_000964.3	2205193	2206575	-	936481	yopQ	BSU20800	NP_389962.1	460	-	hypothetical protein BSU20800
chr	NC_000964.3	2206682	2207758	-	936482	yopP	BSU20810	NP_389963.1	358	-	integrase/recombinase YopP
chr	NC_000964.3	2207748	2207960	-	939435	yopO	BSU20820	NP_389964.1	70	-	XRE family transcriptional regulator
chr	NC_000964.3	2208008	2208325	-	935916	yopN	BSU20830	NP_389965.1	105	-	hypothetical protein BSU20830
chr	NC_000964.3	2208328	2208528	-	939186	yopM	BSU20840	NP_389966.1	66	-	hypothetical protein BSU20840
chr	NC_000964.3	2208855	2208980	-	939422	yopL	BSU20850	NP_389967.1	41	-	hypothetical protein BSU20850
chr	NC_000964.3	2208994	2210154	-	939187	yopK	BSU20860	NP_389968.1	386	-	hypothetical protein BSU20860
chr	NC_000964.3	2210331	2210747	-	939184	yopJ	BSU20870	NP_389969.1	138	-	hypothetical protein BSU20870
chr	NC_000964.3	2210749	2211282	-	939182	yopI	BSU20880	NP_389970.1	177	-	hypothetical protein BSU20880
chr	NC_000964.3	2211309	2211845	-	939185	yopH	BSU20890	NP_389971.1	178	-	hypothetical protein BSU20890
chr	NC_000964.3	2211884	2212015	-	939181	yopG	BSU20900	NP_389972.1	43	-	hypothetical protein BSU20900
chr	NC_000964.3	2212026	2212241	-	939179	yopF	BSU20910	NP_389973.1	71	-	hypothetical protein BSU20910
chr	NC_000964.3	2212245	2212496	-	939183	yopE	BSU20920	NP_389974.1	83	-	hypothetical protein BSU20920
chr	NC_000964.3	2212567	2212746	+	8303201	yoyH	BSU20928	YP_003097748.1	59	-	hypothetical protein BSU20928
chr	NC_000964.3	2212848	2213078	+	8302920	yoyI	BSU20929	YP_003097749.1	76	-	membrane protein
chr	NC_000964.3	2213083	2213478	-	939180	yopD	BSU20930	NP_389976.1	131	-	hypothetical protein BSU20930
chr	NC_000964.3	2213536	2214864	-	939177	yopC	BSU20940	NP_389977.1	442	-	hypothetical protein BSU20940
chr	NC_000964.3	2214972	2215199	-	939178	yopB	BSU20950	NP_389978.1	75	-	hypothetical protein BSU20950
chr	NC_000964.3	2215460	2216776	-	939175	yopA	BSU20960	NP_389979.1	438	-	hypothetical protein BSU20960
chr	NC_000964.3	2217133	2217639	-	939173	yonX	BSU20970	NP_389980.1	168	-	hypothetical protein BSU20970
chr	NC_000964.3	2217967	2219199	-	939174	yonV	BSU20980	NP_389981.1	410	-	hypothetical protein BSU20980
chr	NC_000964.3	2219281	2219469	-	939176	yonU	BSU20990	NP_389982.1	62	-	hypothetical protein BSU20990
chr	NC_000964.3	2219514	2219765	-	8303210	yoyJ	BSU20999	YP_003097750.1	83	-	membrane protein
chr	NC_000964.3	2219784	2219960	-	939172	yonT	BSU21000	NP_389983.1	58	-	hypothetical protein BSU21000
chr	NC_000964.3	2220335	2220946	-	939171	yonS	BSU21010	NP_389984.1	203	-	lipoprotein
chr	NC_000964.3	2221061	2221387	-	939169	yonR	BSU21020	NP_389985.1	108	-	XRE family transcriptional regulator
